		DROP	Slider_1	Checkbox_1	DROP	Slider_2	DROP		DROP	Latitude	Longitude	DROP	DROP	Category_color
China	Qinshan nuclear power plant	2-4	660	operating	CNP-600	2011	NA	China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%]	Nuclear Power Qinshan Joint Venture CO LTD	30.5255	120.9464	Jiaxing	Zhejiang	pressurized water reactor
China	Haiyang nuclear power plant	1-1	1250	operating	AP-1000	2018	NA	State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%]	Shandong Nuclear Power CO LTD	36.77701	121.1585	Yantai	Shandong	pressurized water reactor
China	Haiyang nuclear power plant	1-2	1250	operating	AP-1000	2019	NA	State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holdings CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%]	Shandong Nuclear Power CO LTD	36.77701	121.1585	Yantai	Shandong	pressurized water reactor
China	Hongyanhe nuclear power plant	1-1	1119	operating	CPR-1000	2013	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
China	Hongyanhe nuclear power plant	1-2	1119	operating	CPR-1000	2014	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
China	Hongyanhe nuclear power plant	1-3	1119	operating	CPR-1000	2015	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
China	Hongyanhe nuclear power plant	1-4	1119	operating	CPR-1000	2016	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
China	Hongyanhe nuclear power plant	2-5	1119	operating	ACPR-1000	2021	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
China	Hongyanhe nuclear power plant	2-6	1119	operating	ACPR-1000	2022	NA	CGNPC Nuclear Power Investment CO LTD [45%]; State Power Investment Nuclear Energy CO LTD [45%]; Dalian Urban Construction Investment Group CO LTD [10%]	Liaoning Hongyanhe Nuclear Power CO LTD	39.7964	121.4774	Dalian	Liaoning	pressurized water reactor
Taiwan	Jinshan nuclear power plant	1	636	retired	BWR-4 (Mark 1)	1978	2018	Taiwan Power CO	Taiwan Power CO	25.2821	121.5858	NA	NA	boiling water reactor
Taiwan	Jinshan nuclear power plant	2	636	retired	BWR-4 (Mark 1)	1979	2019	Taiwan Power CO	Taiwan Power CO	25.2821	121.5858	NA	NA	boiling water reactor
China	Sanmen nuclear power plant	1-1	1251	operating	AP-1000	2018	NA	China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%]	Sanmen Nuclear Power CO LTD	29.0438	121.6274	Taizhou	Zhejiang	pressurized water reactor
China	Sanmen nuclear power plant	1-2	1251	operating	AP-1000	2018	NA	China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%]	Sanmen Nuclear Power CO LTD	29.0438	121.6274	Taizhou	Zhejiang	pressurized water reactor
Taiwan	Kuosheng nuclear power plant	1	985	retired	BWR-6	1981	2021	Taiwan Power CO	Taiwan Power CO	25.2025	121.6629	NA	NA	boiling water reactor
Taiwan	Kuosheng nuclear power plant	2	985	retired	BWR-6	1983	2023	Taiwan Power CO	Taiwan Power CO	25.2025	121.6629	NA	NA	boiling water reactor
China	Shidao Bay nuclear power plant	1	211	operating	HTR-PM	2021	NA	China Huaneng Group	Huaneng Shandong Shidao Bay Nuclear Power CO LTD	36.9792	122.5317	Shidaowan	Shandong	other
North Korea	Nyongbyon nuclear power plant	1	5	operating	MAGNOX	1985	NA	NA	NA	39.7974	125.7549	NA	North Pyongan	other
South Korea	Hanbit nuclear power plant	1	1025	operating	WH F	1986	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Hanbit nuclear power plant	2	1024	operating	WH F	1987	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Hanbit nuclear power plant	3	1041	operating	OPR-1000	1995	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Hanbit nuclear power plant	4	1041	operating	OPR-1000	1996	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Hanbit nuclear power plant	5	1051	operating	OPR-1000	2002	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Hanbit nuclear power plant	6	1053	operating	OPR-1000	2002	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.4105	126.4175	NA	NA	pressurized water reactor
South Korea	Kori nuclear power plant	1	607	retired	WH 60	1978	2017	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3199	129.2948	NA	NA	pressurized water reactor
South Korea	Kori nuclear power plant	2	681	operating	WH F	1983	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3199	129.2948	NA	NA	pressurized water reactor
South Korea	Kori nuclear power plant	3	1046	operating	WH F	1985	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3199	129.2948	NA	NA	pressurized water reactor
South Korea	Kori nuclear power plant	4	1046	operating	WH F	1986	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3199	129.2948	NA	NA	pressurized water reactor
South Korea	Shin-Kori nuclear power plant	1	1048	operating	OPR-1000	2011	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3271	129.3017	NA	NA	pressurized water reactor
South Korea	Shin-Kori nuclear power plant	2	1047	operating	OPR-1000	2012	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3271	129.3017	NA	NA	pressurized water reactor
South Korea	Saeul nuclear power plant	1	1488	operating	APR-1400	2016	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3271	129.3017	NA	NA	pressurized water reactor
South Korea	Saeul nuclear power plant	2	1491	operating	APR-1400	2019	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.3271	129.3017	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	1	1014	operating	France CPI	1988	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	2	1011	operating	France CPI	1989	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	3	1051	operating	OPR-1000	1998	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	4	1052	operating	OPR-1000	1999	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	5	1049	operating	OPR-1000	2004	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Hanul nuclear power plant	6	1049	operating	OPR-1000	2005	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0931	129.38301	NA	NA	pressurized water reactor
South Korea	Shin-Hanul nuclear power plant	1	1455	operating	APR-1400	2022	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	37.0869	129.3881	NA	NA	pressurized water reactor
South Korea	Wolsong nuclear power plant	1	683	retired	CANDU 6	1983	2019	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7111	129.4743	NA	NA	pressurized heavy water reactor
South Korea	Wolsong nuclear power plant	2	599	operating	CANDU 6	1997	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7111	129.4743	NA	NA	pressurized heavy water reactor
South Korea	Wolsong nuclear power plant	3	624	operating	CANDU 6	1998	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7111	129.4743	NA	NA	pressurized heavy water reactor
South Korea	Wolsong nuclear power plant	4	589	operating	CANDU 6	1999	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7111	129.4743	NA	NA	pressurized heavy water reactor
South Korea	Shin-Wolsong nuclear power plant	1	1048	operating	OPR-1000	2012	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7221	129.4786	NA	NA	pressurized water reactor
South Korea	Shin-Wolsong nuclear power plant	2	1048	operating	OPR-1000	2015	NA	Korea Hydro & Nuclear Power CO	Korea Hydro & Nuclear Power CO	35.7221	129.4786	NA	NA	pressurized water reactor
Japan	Genkai nuclear power plant	1	559	retired	M (2-loop)	1975	2015	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	33.5152	129.83601	NA	NA	pressurized water reactor
Japan	Genkai nuclear power plant	2	559	retired	M (2-loop)	1981	2019	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	33.5152	129.83601	NA	NA	pressurized water reactor
Japan	Genkai nuclear power plant	3	1180	operating	M (4-loop)	1994	NA	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	33.5152	129.83601	NA	NA	pressurized water reactor
Japan	Genkai nuclear power plant	4	1180	operating	M (4-loop)	1997	NA	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	33.5152	129.83601	NA	NA	pressurized water reactor
Japan	Sendai nuclear power plant	1	890	operating	M (3-loop)	1984	NA	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	31.8335	130.1887	NA	NA	pressurized water reactor
Japan	Sendai nuclear power plant	2	890	operating	M (3-loop)	1985	NA	Kyushu Electric Power CO INC	Kyushu Electric Power CO INC	31.8335	130.1887	NA	NA	pressurized water reactor
Japan	Ikata nuclear power plant	1	566	retired	M (2-loop)	1977	2016	Shikoku Electric Power CO INC	Shikoku Electric Power CO INC	33.4909	132.3088	NA	NA	pressurized water reactor
Japan	Ikata nuclear power plant	2	566	retired	M (2-loop)	1982	2018	Shikoku Electric Power CO INC	Shikoku Electric Power CO INC	33.4909	132.3088	NA	NA	pressurized water reactor
Japan	Ikata nuclear power plant	3	890	operating	M (3-loop)	1994	NA	Shikoku Electric Power CO INC	Shikoku Electric Power CO INC	33.4909	132.3088	NA	NA	pressurized water reactor
Japan	Shimane nuclear power plant	1	460	retired	BWR-3	1974	2015	Chugoku Electric Power CO	The Chugoku Electric Power CO INC	35.5383	132.9992	NA	NA	boiling water reactor
Japan	Shimane nuclear power plant	2	820	mothballed	BWR-5	1989	NA	Chugoku Electric Power CO	Chugoku Electric Power CO	35.5383	132.9992	NA	NA	boiling water reactor
Japan	Takahama nuclear power plant	1	826	operating	M (3-loop)	1974	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5223	135.5036	NA	NA	pressurized water reactor
Japan	Takahama nuclear power plant	2	826	operating	M (3-loop)	1975	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5223	135.5036	NA	NA	pressurized water reactor
Japan	Takahama nuclear power plant	3	870	operating	M (3-loop)	1985	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5223	135.5036	NA	NA	pressurized water reactor
Japan	Takahama nuclear power plant	4	870	operating	M (3-loop)	1985	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5223	135.5036	NA	NA	pressurized water reactor
Japan	Ohi nuclear power plant	1	1175	retired	WH 4LP	1979	2018	Kansai Electric Power CO	Kansai Electric Power CO	35.5424	135.6544	NA	NA	pressurized water reactor
Japan	Ohi nuclear power plant	2	1175	retired	WH 4LP	1979	2018	Kansai Electric Power CO	Kansai Electric Power CO	35.5424	135.6544	NA	NA	pressurized water reactor
Japan	Ohi nuclear power plant	3	1180	operating	M (4-loop)	1991	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5424	135.6544	NA	NA	pressurized water reactor
Japan	Ohi nuclear power plant	4	1180	operating	M (4-loop)	1993	NA	Kansai Electric Power CO	Kansai Electric Power CO	35.5424	135.6544	NA	NA	pressurized water reactor
Japan	Mihama nuclear power plant	1	340	retired	WH 2LP	1970	2015	Kansai Electric Power CO	Kansai Electric Power CO	35.7024	135.9634	NA	NA	pressurized water reactor
Japan	Mihama nuclear power plant	2	500	retired	M (2-loop)	1972	2015	Kansai Electric Power CO	Kansai Electric Power CO	35.7024	135.9634	NA	NA	pressurized water reactor
Japan	Mihama nuclear power plant	3	826	operating	M (3-loop)	1976	2036	Kansai Electric Power CO	Kansai Electric Power CO	35.7024	135.9634	NA	NA	pressurized water reactor
Japan	Monju nuclear power plant	NA	280	retired	unknown	1995	2017	Japan Atomic Energy Agency	Japan Atomic Energy Agency	35.74001	135.9878	NA	NA	other
Japan	Fugen nuclear power plant	NA	165	retired	ATR	1979	2003	Japan Atomic Energy Agency	Japan Atomic Energy Agency	35.7544	136.0191	NA	NA	other
Japan	Tsuruga nuclear power plant	1	357	retired	BWR-2	1970	2015	Japan Atomic Power CO	Japan Atomic Power CO	35.7506	136.0197	NA	NA	boiling water reactor
Japan	Tsuruga nuclear power plant	2	1160	mothballed	M (4-loop)	1987	NA	Japan Atomic Power CO	Japan Atomic Power CO	35.7506	136.0197	NA	NA	pressurized water reactor
Japan	Shika nuclear power plant	1	540	mothballed	BWR-5	1993	NA	Hokuriku Electric Power CO	Hokuriku Electric Power CO	37.0609	136.7265	NA	NA	boiling water reactor
Japan	Shika nuclear power plant	2	1206	mothballed	ABWR	2006	NA	Hokuriku Electric Power CO	Hokuriku Electric Power CO	37.0609	136.7265	NA	NA	boiling water reactor
Japan	Hamaoka nuclear power plant	1	540	retired	BWR-4	1976	2009	Chubu Electric Power CO INC	Chubu Electric Power CO INC	34.6235	138.1421	NA	NA	boiling water reactor
Japan	Hamaoka nuclear power plant	2	840	retired	BWR-4	1978	2009	Chubu Electric Power CO INC	Chubu Electric Power CO INC	34.6235	138.1421	NA	NA	boiling water reactor
Japan	Hamaoka nuclear power plant	3	1100	mothballed	BWR-5	1987	NA	Chubu Electric Power CO INC	Chubu Electric Power CO INC	34.6235	138.1421	NA	NA	boiling water reactor
Japan	Hamaoka nuclear power plant	4	1137	mothballed	BWR-5	1993	NA	Chubu Electric Power CO INC	Chubu Electric Power CO INC	34.6235	138.1421	NA	NA	boiling water reactor
Japan	Hamaoka nuclear power plant	5	1380	mothballed	ABWR	2005	NA	Chubu Electric Power CO INC	Chubu Electric Power CO INC	34.6235	138.1421	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	1	1100	mothballed	BWR-5	1985	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	2	1100	mothballed	BWR-5	1990	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	5	1100	mothballed	BWR-5	1990	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	3	1100	mothballed	BWR-5	1993	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	4	1100	mothballed	BWR-5	1994	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	6	1356	mothballed	ABWR	1996	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Kashiwazaki Kariwa nuclear power plant	7	1356	mothballed	ABWR	1997	NA	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4259	138.5941	NA	NA	boiling water reactor
Japan	Tomari nuclear power plant	1	579	mothballed	M (2-loop)	1989	NA	Hokkaido Electric Power CO INC	Hokkaido Electric Power CO INC	43.0367	140.5125	NA	NA	pressurized water reactor
Japan	Tomari nuclear power plant	2	579	mothballed	M (2-loop)	1991	NA	Hokkaido Electric Power CO INC	Hokkaido Electric Power CO INC	43.0367	140.5125	NA	NA	pressurized water reactor
Japan	Tomari nuclear power plant	3	912	mothballed	M (3-loop)	2009	NA	Hokkaido Electric Power CO INC	Hokkaido Electric Power CO INC	43.0367	140.5125	NA	NA	pressurized water reactor
Japan	Tokai nuclear power plant	1	166	retired	MAGNOX	1966	1998	Japan Atomic Power CO	Japan Atomic Power CO	36.4215	140.6028	NA	NA	other
Japan	Tokai nuclear power plant	2	1100	mothballed	BWR-5	1978	NA	Japan Atomic Power CO	Japan Atomic Power CO	36.4215	140.6028	NA	NA	boiling water reactor
Japan	Japan Power Demonstration Reactor nuclear power plant	NA	13	retired	BWR-1	1965	1976	Japan Atomic Energy Agency	Japan Atomic Energy Agency	36.4568	140.6059	NA	NA	boiling water reactor
Japan	Fukushima Daini nuclear power plant	1	1100	retired	BWR-5	1982	2019	Tokyo Electric Power CO	Tokyo Electric Power CO	37.3164	141.0265	NA	NA	boiling water reactor
Japan	Fukushima Daini nuclear power plant	2	1100	retired	BWR-5	1984	2019	Tokyo Electric Power CO	Tokyo Electric Power CO	37.3164	141.0265	NA	NA	boiling water reactor
Japan	Fukushima Daini nuclear power plant	3	1100	retired	BWR-5	1985	2019	Tokyo Electric Power CO	Tokyo Electric Power CO	37.3164	141.0265	NA	NA	boiling water reactor
Japan	Fukushima Daini nuclear power plant	4	1100	retired	BWR-5	1987	2019	Tokyo Electric Power CO	Tokyo Electric Power CO	37.3164	141.0265	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	1	460	retired	BWR-3	1971	2011	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	2	784	retired	BWR-4	1974	2011	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	3	784	retired	BWR-4	1976	2011	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	4	784	retired	BWR-4	1978	2011	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	5	784	retired	BWR-4	1978	2013	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Fukushima Daiichi nuclear power plant	6	1100	retired	BWR-5	1979	2013	Tokyo Electric Power CO	Tokyo Electric Power CO	37.4231	141.0331	NA	NA	boiling water reactor
Japan	Higashidori (Tohoku) nuclear power plant	1	1100	mothballed	BWR-5	2005	NA	Tohoku Electric Power CO INC	Tohoku Electric Power CO INC	41.188	141.3903	NA	NA	boiling water reactor
Japan	Onagawa nuclear power plant	1	524	retired	BWR-4	1984	2018	Tohoku Electric Power CO INC	Tohoku Electric Power CO INC	38.3987	141.5003	NA	NA	boiling water reactor
Japan	Onagawa nuclear power plant	2	825	mothballed	BWR-5	1995	NA	Tohoku Electric Power CO INC	Tohoku Electric Power CO INC	38.3987	141.5003	NA	NA	boiling water reactor
Japan	Onagawa nuclear power plant	3	825	mothballed	BWR-5	2002	NA	Tohoku Electric Power CO INC	Tohoku Electric Power CO INC	38.3987	141.5003	NA	NA	boiling water reactor
Russia	Bilibino nuclear power plant	1	12	retired	-EGP 6.00	1974	2019	Rosatom	Rosenergoatom	68.0503	166.5389	NA	Chukotka Autonomous Okrug	light water graphite reactor
Russia	Bilibino nuclear power plant	2	12	operating	-EGP 6.00	1975	NA	Rosatom	Rosenergoatom	68.0503	166.5389	NA	Chukotka Autonomous Okrug	light water graphite reactor
Russia	Bilibino nuclear power plant	3	12	operating	-EGP 6.00	1976	NA	Rosatom	Rosenergoatom	68.0503	166.5389	NA	Chukotka Autonomous Okrug	light water graphite reactor
Russia	Bilibino nuclear power plant	4	12	operating	-EGP 6.00	1977	NA	Rosatom	Rosenergoatom	68.0503	166.5389	NA	Chukotka Autonomous Okrug	light water graphite reactor
Russia	Akademik Lomonosov nuclear power plant	1	35	operating	KLT-40S 'Floating'	2020	NA	Rosatom	Rosenergoatom	69.7086	170.3011	NA	Chukotka Autonomous Okrug	pressurized water reactor
Russia	Akademik Lomonosov nuclear power plant	2	35	operating	KLT-40S 'Floating'	2020	NA	Rosatom	Rosenergoatom	69.7086	170.3011	NA	Chukotka Autonomous Okrug	pressurized water reactor
